title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
Mac-BASE;          9.375;           0.009;           0.000;        600;        500;        4588.651;         735.146;         913.938;         753.066;          44.031 (5.847 %);   6078.669
Mac-UNROLL-8;      9.375;           0.009;           0.000;        600;        500;        7302.450;         710.654;         828.786;         739.755;          23.731 (3.208 %);   6188.043
clang-BASE;        9.375;           0.009;           0.000;        600;        500;       23308.852;         392.756;         425.138;         394.902;           6.033 (1.528 %);  11591.840
clang-UNROLL-8;    9.375;           0.009;           0.000;        600;        500;        3420.514;         392.096;         400.090;         393.141;           1.637 (0.416 %);  11643.741
gcc-BASE;          9.375;           0.009;           0.000;        600;        500;        6084.283;         401.592;         413.034;         402.850;           2.903 (0.721 %);  11363.135
gcc-UNROLL-8;      9.375;           0.009;           0.000;        600;        500;        3248.503;         393.096;         400.112;         393.548;           1.627 (0.413 %);  11631.720
