title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
BASE;              9.375;           0.009;           0.000;        600;        500;        4588.651;         735.146;         913.938;         753.066;          44.031 (5.847 %);   6078.669
UNROLL_8;          9.375;           0.009;           0.000;        600;        500;        7302.450;         710.654;         828.786;         739.755;          23.731 (3.208 %);   6188.043
