title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
BASE;              9.375;           0.009;           0.000;        600;        500;        6084.283;         401.592;         413.034;         402.850;           2.903 (0.721 %);  11363.135
UNROLL_8;          9.375;           0.009;           0.000;        600;        500;        3248.503;         393.096;         400.112;         393.548;           1.627 (0.413 %);  11631.720
