title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
UNROLL4(O0);         234.375;           0.229;           0.000;        100;         55;     1639633.164;     1835262.727;     1691365.601;       46072.662 ( 2.724 %);     45.108
UNROLL4(O1);         234.375;           0.229;           0.000;        100;         55;      367892.200;      405182.800;      388908.611;       12592.243 ( 3.238 %);    196.174
UNROLL4(O2);         234.375;           0.229;           0.000;        100;         55;      374340.091;      391436.182;      380198.083;        4736.640 ( 1.246 %);    200.669
UNROLL4(O3);         234.375;           0.229;           0.000;        100;         55;      364290.927;      411455.800;      374607.288;        7364.492 ( 1.966 %);    203.664
UNROLL4(OFast);         234.375;           0.229;           0.000;        100;         55;      362477.327;      393819.055;      373365.840;        6924.913 ( 1.855 %);    204.341
