     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;         234.375;           0.229;           0.000;        100;         55;     2720621.345;     2960556.509;     2779899.277;       63898.589 ( 2.299 %);     27.445
       IKJ;         234.375;           0.229;           0.000;        100;         55;     2464690.109;     2816614.564;     2518780.925;       59862.987 ( 2.377 %);     30.290
       IEX;         234.375;           0.229;           0.000;        100;         55;     1993194.236;     2589131.709;     2101699.942;      116504.843 ( 5.543 %);     36.301
   UNROLL4;         234.375;           0.229;           0.000;        100;         55;     1639633.164;     1835262.727;     1691365.601;       46072.662 ( 2.724 %);     45.108
   UNROLL8;         234.375;           0.229;           0.000;        100;         55;     1605965.673;     1667520.545;     1630857.616;       17363.228 ( 1.065 %);     46.781
     CBLAS;         234.375;           0.229;           0.000;        100;         55;       43731.382;       48023.873;       44347.882;         934.594 ( 2.107 %);   1720.352
