title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
IEX(O0);         234.375;           0.229;           0.000;        100;         55;     1993194.236;     2589131.709;     2101699.942;      116504.843 ( 5.543 %);     36.301
IEX(O1);         234.375;           0.229;           0.000;        100;         55;      415757.564;      467011.509;      435680.545;       18354.678 ( 4.213 %);    175.114
IEX(O2);         234.375;           0.229;           0.000;        100;         55;      218543.545;      321753.327;      230154.652;       24808.138 (10.779 %);    331.490
IEX(O3);         234.375;           0.229;           0.000;        100;         55;      216338.164;      238296.164;      220204.255;        3914.290 ( 1.778 %);    346.469
IEX(OFast);      234.375;           0.229;           0.000;        100;         55;      210977.164;      340532.727;      235060.889;       29310.711 (12.469 %);    324.571
