    title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
      IJK;         234.375;           0.229;           0.000;        100;         55;      707771.491;      745467.818;      717049.941;        7510.230 ( 1.047 %);    106.400
      IKJ;         234.375;           0.229;           0.000;        100;         55;      216303.982;      227714.964;      218805.077;        1879.248 ( 0.859 %);    348.685
      IEX;         234.375;           0.229;           0.000;        100;         55;      216338.164;      238296.164;      220204.255;        3914.290 ( 1.778 %);    346.469
  UNROLL4;         234.375;           0.229;           0.000;        100;         55;      364290.927;      411455.800;      374607.288;        7364.492 ( 1.966 %);    203.664
  UNROLL8;         234.375;           0.229;           0.000;        100;         55;      364051.091;      396634.582;      371668.993;        6424.100 ( 1.728 %);    205.274
    CBLAS;         234.375;           0.229;           0.000;        100;         55;       42788.727;       46056.145;       43889.436;         862.837 ( 1.966 %);   1738.321
