title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
BASE;              9.375;           0.009;           0.000;        600;        500;       28883.707;         393.436;         499.636;         397.788;          18.412 (4.629 %);  11507.721
UNROLL_8;          9.375;           0.009;           0.000;        600;        500;      133828.076;         392.756;         400.772;         393.721;           2.447 (0.621 %);  11626.592
