     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;         234.375;           0.229;           0.000;        100;         55;      285736.309;      300273.927;      286627.421;        2461.867 ( 0.859 %);    266.178
       IKJ;         234.375;           0.229;           0.000;        100;         55;      180373.655;      220619.673;      185770.790;        9200.646 ( 4.953 %);    410.689
       IEX;         234.375;           0.229;           0.000;        100;         55;      171628.164;      183960.218;      177706.480;        3904.155 ( 2.197 %);    429.326
   UNROLL4;         234.375;           0.229;           0.000;        100;         55;      179749.582;      181487.382;      180849.578;         363.668 ( 0.201 %);    421.864
   UNROLL8;         234.375;           0.229;           0.000;        100;         55;      166927.364;      167536.309;      167060.298;         119.051 ( 0.071 %);    456.685
     CBLAS;         234.375;           0.229;           0.000;        100;         55;      135769.655;      138718.109;      136135.276;         477.659 ( 0.351 %);    560.427
