     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;         234.375;           0.229;           0.000;        100;         55;      465973.182;      467923.200;      466331.015;         337.519 ( 0.072 %);    163.605
       IKJ;         234.375;           0.229;           0.000;        100;         55;      176956.891;      178339.855;      177930.542;         333.347 ( 0.187 %);    428.785
       IEX;         234.375;           0.229;           0.000;        100;         55;      177165.636;      178350.964;      177903.625;         340.326 ( 0.191 %);    428.850
   UNROLL4;         234.375;           0.229;           0.000;        100;         55;      291327.164;      291941.782;      291579.997;         162.858 ( 0.056 %);    261.657
   UNROLL8;         234.375;           0.229;           0.000;        100;         55;      310557.218;      316873.964;      314770.938;        2519.708 ( 0.800 %);    242.379
     CBLAS;         234.375;           0.229;           0.000;        100;         55;      135924.145;      138704.800;      136217.280;         459.565 ( 0.337 %);    560.090
