     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;         234.375;           0.229;           0.000;        100;         55;     3299557.345;     3306635.527;     3303854.879;        1708.347 ( 0.052 %);     23.092
       IKJ;         234.375;           0.229;           0.000;        100;         55;     3280991.618;     3287832.818;     3284783.356;        1845.376 ( 0.056 %);     23.226
       IEX;         234.375;           0.229;           0.000;        100;         55;     2676970.145;     2689439.345;     2682008.594;        3232.664 ( 0.121 %);     28.447
   UNROLL4;         234.375;           0.229;           0.000;        100;         55;     2373741.382;     2412367.455;     2384784.683;       12278.546 ( 0.515 %);     31.992
   UNROLL8;         234.375;           0.229;           0.000;        100;         55;     2366349.727;     2413722.545;     2376980.212;       16127.042 ( 0.678 %);     32.097
     CBLAS;         234.375;           0.229;           0.000;        100;         55;      135655.818;      138474.545;      135929.386;         465.198 ( 0.342 %);    561.276
