title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
BASE;              9.375;           0.009;           0.000;        600;        500;        4169.815;          70.170;         218.750;          88.889;          48.472 (54.531 %);  51498.261
UNROLL_8;          9.375;           0.009;           0.000;        600;        500;        7632.678;          70.392;         219.072;         137.220;          74.287 (54.137 %);  33359.895
