title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
BASE;              9.375;           0.009;           0.000;        600;        500;       23075.926;        1513.278;        2949.470;        1563.257;         249.076 (15.933 %);   2928.268
UNROLL_8;          9.375;           0.009;           0.000;        600;        500;       47703.039;        1515.340;        1530.430;        1518.920;           4.250 (0.280 %);   3013.745
