     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
  UNROLL_8(O0);           9.375;           0.009;           0.000;        600;        500;       27157.129;        1257.244;        1623.340;        1475.261;         124.311 ( 8.426 %);   3102.934
  UNROLL_8(O1);           9.375;           0.009;           0.000;        600;        500;       48195.433;         745.682;         861.148;         776.394;          19.570 ( 2.521 %);   5896.020
  UNROLL_8(O2);           9.375;           0.009;           0.000;        600;        500;       46178.256;         738.466;         925.740;         768.483;          36.765 ( 4.784 %);   5956.722
  UNROLL_8(O3);           9.375;           0.009;           0.000;        600;        500;      143525.400;         745.316;         865.640;         776.867;          23.406 ( 3.013 %);   5892.432
