     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           9.375;           0.009;           0.000;        600;        500;       46161.550;         769.156;        1032.232;         802.411;          52.148 ( 6.499 %);   5704.856
  UNROLL_8;           9.375;           0.009;           0.000;        600;        500;       48195.433;         745.682;         861.148;         776.394;          19.570 ( 2.521 %);   5896.020
