     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           9.375;           0.009;           0.000;        600;        500;       15535.367;         770.602;         884.672;         780.901;          24.285 ( 3.110 %);   5861.996
  UNROLL_8;           9.375;           0.009;           0.000;        600;        500;      143525.400;         745.316;         865.640;         776.867;          23.406 ( 3.013 %);   5892.432
