title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
Mac-BASE;          9.375;           0.009;           0.000;        600;        500;        7841.806;         734.078;         825.308;         746.303;          20.078 (2.690 %);   6133.752
Mac-UNROLL-8;      9.375;           0.009;           0.000;        600;        500;        5395.659;         688.008;         788.844;         729.148;          23.313 (3.197 %);   6278.061
clang-BASE;        9.375;           0.009;           0.000;        600;        500;        6029.837;         392.756;         414.296;         394.518;           4.310 (1.092 %);  11603.098
clang-UNROLL-8;    9.375;           0.009;           0.000;        600;        500;        3987.979;         392.054;         400.092;         393.373;           1.959 (0.498 %);  11636.876
gcc-BASE;          9.375;           0.009;           0.000;        600;        500;       39625.596;         392.756;        1220.348;         441.773;         167.696 (37.960 %);  10361.961
gcc-UNROLL-8;      9.375;           0.009;           0.000;        600;        500;        4272.021;         393.096;         400.972;         393.784;           2.134 (0.542 %);  11624.726
