title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
BASE;              9.375;           0.009;           0.000;        600;        500;        6029.837;         392.756;         414.296;         394.518;           4.310 (1.092 %);  11603.098
UNROLL_8;          9.375;           0.009;           0.000;        600;        500;        3987.979;         392.054;         400.092;         393.373;           1.959 (0.498 %);  11636.876
