title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
BASE;              9.375;           0.009;           0.000;        600;        500;       39625.596;         392.756;        1220.348;         441.773;         167.696 (37.960 %);  10361.961
UNROLL_8;          9.375;           0.009;           0.000;        600;        500;        4272.021;         393.096;         400.972;         393.784;           2.134 (0.542 %);  11624.726
