title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
Mac-BASE;          9.375;           0.009;           0.000;        600;        500;       46161.550;         769.156;        1032.232;         802.411;          52.148 (6.499 %);   5704.856
Mac-UNROLL-8;      9.375;           0.009;           0.000;        600;        500;       48195.433;         745.682;         861.148;         776.394;          19.570 (2.521 %);   5896.020
clang-BASE;        9.375;           0.009;           0.000;        600;        500;       60029.575;         403.096;        1257.718;         462.408;         192.972 (41.732 %);   9899.567
clang-UNROLL-8;    9.375;           0.009;           0.000;        600;        500;       29612.187;         392.756;         402.334;         393.250;           1.919 (0.488 %);  11640.522
gcc-BASE;          9.375;           0.009;           0.000;        600;        500;       97656.747;         403.778;        1255.152;         434.835;         148.701 (34.197 %);  10527.305
gcc-UNROLL-8;      9.375;           0.009;           0.000;        600;        500;       19591.888;         393.436;         400.252;         393.799;           1.399 (0.355 %);  11624.298
