title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
BASE;              9.375;           0.009;           0.000;        600;        500;       60029.575;         403.096;        1257.718;         462.408;         192.972 (41.732 %);   9899.567
UNROLL_8;          9.375;           0.009;           0.000;        600;        500;       29612.187;         392.756;         402.334;         393.250;           1.919 (0.488 %);  11640.522
