title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
Mac-BASE;          9.375;           0.009;           0.000;        600;        500;        7510.522;        1688.912;        1970.828;        1815.017;          53.196 (2.931 %);   2522.090
Mac-UNROLL-8;      9.375;           0.009;           0.000;        600;        500;        5897.147;        1498.986;        1761.954;        1583.536;          61.720 (3.898 %);   2890.770
clang-BASE;        9.375;           0.009;           0.000;        600;        500;        4427.966;        1505.542;        2093.486;        1531.245;         101.858 (6.652 %);   2989.487
clang-UNROLL-8;    9.375;           0.009;           0.000;        600;        500;       11757.349;        1506.966;        1543.834;        1510.647;           6.720 (0.445 %);   3030.249
gcc-BASE;          9.375;           0.009;           0.000;        600;        500;        5555.469;        1505.422;        4065.824;        1630.442;         495.866 (30.413 %);   2807.606
gcc-UNROLL-8;      9.375;           0.009;           0.000;        600;        500;        4802.332;        1500.132;        1514.902;        1503.257;           3.661 (0.244 %);   3045.146
