title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
BASE;              9.375;           0.009;           0.000;        600;        500;        7510.522;        1688.912;        1970.828;        1815.017;          53.196 (2.931 %);   2522.090
UNROLL_8;          9.375;           0.009;           0.000;        600;        500;        5897.147;        1498.986;        1761.954;        1583.536;          61.720 (3.898 %);   2890.770
