title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
BASE;              9.375;           0.009;           0.000;        600;        500;        4427.966;        1505.542;        2093.486;        1531.245;         101.858 (6.652 %);   2989.487
UNROLL_8;          9.375;           0.009;           0.000;        600;        500;       11757.349;        1506.966;        1543.834;        1510.647;           6.720 (0.445 %);   3030.249
