     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;         234.375;           0.229;           0.000;        100;         55;      483249.745;      501863.200;      484915.958;        3610.555 ( 0.745 %);    157.334
       IKJ;         234.375;           0.229;           0.000;        100;         55;      125504.964;      126424.491;      125992.621;         225.613 ( 0.179 %);    605.543
       IEX;         234.375;           0.229;           0.000;        100;         55;      200591.200;      203461.509;      200887.609;         487.570 ( 0.243 %);    379.784
   UNROLL4;         234.375;           0.229;           0.000;        100;         55;      180326.673;      181003.945;      180751.936;         145.727 ( 0.081 %);    422.092
   UNROLL8;         234.375;           0.229;           0.000;        100;         55;      166786.564;      167501.345;      167007.619;         127.664 ( 0.076 %);    456.829
     CBLAS;         234.375;           0.229;           0.000;        100;         55;      135625.400;      138545.964;      135922.176;         492.137 ( 0.362 %);    561.306
