title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
BASE(O0);           9.375;           0.009;           0.000;        600;        500;        7510.522;        1688.912;        1970.828;        1815.017;          53.196 ( 2.931 %);   2522.090
BASE(O1);           9.375;           0.009;           0.000;        600;        500;       16855.507;         742.910;         920.860;         763.408;          40.832 ( 5.349 %);   5996.319
BASE(O2);           9.375;           0.009;           0.000;        600;        500;        4588.651;         735.146;         913.938;         753.066;          44.031 ( 5.847 %);   6078.669
BASE(O3);           9.375;           0.009;           0.000;        600;        500;        7841.806;         734.078;         825.308;         746.303;          20.078 ( 2.690 %);   6133.752
