     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           9.375;           0.009;           0.000;        600;        500;        7841.806;         734.078;         825.308;         746.303;          20.078 ( 2.690 %);   6133.752
  UNROLL_8;           9.375;           0.009;           0.000;        600;        500;        5395.659;         688.008;         788.844;         729.148;          23.313 ( 3.197 %);   6278.061
