title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
BASE;              9.375;           0.009;           0.000;        600;        500;       19534.979;         401.714;         904.316;         419.976;          87.245 (20.774 %);  10899.758
UNROLL_8;          9.375;           0.009;           0.000;        600;        500;        4433.802;         392.076;         400.450;         393.638;           2.319 (0.589 %);  11629.046
