title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
BASE;              9.375;           0.009;           0.000;        600;        500;        3979.410;         401.252;        1250.364;         450.143;         170.226 (37.816 %);  10169.286
UNROLL_8;          9.375;           0.009;           0.000;        600;        500;        8763.305;         393.096;         402.234;         394.112;           2.534 (0.643 %);  11615.076
