title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
BASE;              9.375;           0.009;           0.000;        600;        500;       26604.832;         392.776;        1253.690;         421.753;         149.655 (35.484 %);  10853.843
UNROLL_8;          9.375;           0.009;           0.000;        600;        500;       24961.061;         392.756;         401.754;         394.107;           2.829 (0.718 %);  11615.216
