title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
Mac-BASE;          9.375;           0.009;           0.000;        600;        500;       15535.367;         770.602;         884.672;         780.901;          24.285 (3.110 %);   5861.996
Mac-UNROLL-8;      9.375;           0.009;           0.000;        600;        500;      143525.400;         745.316;         865.640;         776.867;          23.406 (3.013 %);   5892.432
clang-BASE;        9.375;           0.009;           0.000;        600;        500;       43474.420;         393.436;         859.752;         408.678;          81.018 (19.825 %);  11201.091
clang-UNROLL-8;    9.375;           0.009;           0.000;        600;        500;       25567.225;         392.756;         400.190;         393.376;           1.863 (0.474 %);  11636.786
gcc-BASE;          9.375;           0.009;           0.000;        600;        500;       26604.832;         392.776;        1253.690;         421.753;         149.655 (35.484 %);  10853.843
gcc-UNROLL-8;      9.375;           0.009;           0.000;        600;        500;       24961.061;         392.756;         401.754;         394.107;           2.829 (0.718 %);  11615.216
